Symbol,Name,Industry,Sector
VTYX,Ventyx Biosciences Inc,생명 공학 및 의학 연구,HEALTH
CTRN,Citi Trends Inc,의류 및 액세서리 소매,CD
HITI,High Tide Inc,의약품 소매,HEALTH
CFBK,CF Bankshares Inc,은행,FINANCIAL
IBAC,IB Acquisition Corp,투자 지주 회사,FINANCIAL
TAYD,Taylor Devices Inc,산업용 기계 및 장비,INDUSTRIAL
SYRS,Syros Pharmaceuticals Inc,생명 공학 및 의학 연구,HEALTH
ALXO,ALX Oncology Holdings Inc,생명 공학 및 의학 연구,HEALTH
RGTI,Rigetti Computing Inc,반도체,IT
ATLX,Atlas Lithium Corp,특수 채굴 및 금속,MATERIALS
MGX,Metagenomi Inc,생명 공학 및 의학 연구,HEALTH
CRDL,Cardiol Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
KEQU,Kewaunee Scientific Corp,비즈니스 지원 용품,INDUSTRIAL
FEXDU,Fintech Ecosystem Development Units,투자 지주 회사,FINANCIAL
RPTX,Repare Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
VIGL,Vigil Neuroscience Inc,생명 공학 및 의학 연구,HEALTH
CVGI,Commercial Vehicle Group Inc,"자동차, 트럭 및 오토바이 부품",INDUSTRIAL
PGHL,Primega Group Holdings Ltd,환경 서비스 및 장비,INDUSTRIAL
BANX,ArrowMark Financial Corp,폐쇄형 펀드,FINANCIAL
YOTAU,Yotta Acquisition Units,투자 지주 회사,FINANCIAL
RMBI,Richmond Mutual Bancorporation Inc,은행,FINANCIAL
FRAF,Franklin Financial Services Corp,은행,FINANCIAL
YIBO,Planet Image International Ltd,사무기기,INDUSTRIAL
WILC,G Willi-Food International Ltd,식품 소매 및 유통,CS
AFBI,Affinity Bancshares Inc,은행,FINANCIAL
EUDA,EUDA Health Holdings Ltd,첨단 의료 장비 및 기술,HEALTH
VMCA,Valuence Merger Corp I,투자 지주 회사,FINANCIAL
FTLF,FitLife Brands Inc,식품 가공,CD
BPYPO,Brookfield Ppty Partners 6 375 Cum Red Perp Pfd Unit Class A,"부동산 임대, 개발 및 운영",REAL_ESTATE
FTIIU,Future Tech Ii Acquisition Units,투자 지주 회사,FINANCIAL
FBLG,Fibrobiologics Inc,생명 공학 및 의학 연구,HEALTH
BZUN,Baozun Inc ADR,온라인 서비스,IT
BPOPM,Popular Capital Trust II 6 125 Cumulative Monthly Income Pref Shs,영국 투자 신탁,FINANCIAL
UBFO,United Security Bancshares,은행,FINANCIAL
ZLS,Zalatoris II Acquisition Corp,투자 지주 회사,FINANCIAL
ALSAU,Alpha Star Acquisition Units,투자 지주 회사,FINANCIAL
FGBI,First Guaranty Bancshares Inc,은행,FINANCIAL
EXFY,Expensify Inc,소프트웨어,IT
GALT,Galectin Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
BRAG,Bragg Gaming Group Inc,온라인 서비스,IT
VGAS,Verde Clean Fuels Inc,전력 유틸리티,UTILITY
INTEU,Integral Acquisition Units,투자 지주 회사,FINANCIAL
RANI,Rani Therapeutics Holdings Inc,생명 공학 및 의학 연구,HEALTH
LOGC,ContextLogic Inc,투자 지주 회사,FINANCIAL
GATE,Marblegate Acquisition Corp,투자 지주 회사,FINANCIAL
HNVR,Hanover Bancorp Inc (MINEOLA),은행,FINANCIAL
BRACU,Broad Capital Acquisition Units,투자 지주 회사,FINANCIAL
AMLX,Amylyx Pharmaceuticals Inc,제약,HEALTH
LANDO,Gladstone Land 6 00 Cum Redmabe Prf Shs Series B,특수 REITs,REAL_ESTATE
TZOO,Travelzoo,여가 및 오락시설,CD
PCSC,Perceptive Capital Solutions Corp,투자 지주 회사,FINANCIAL
EVGR,Evergreen Corp,투자 지주 회사,FINANCIAL
CZWI,Citizens Community Bancorp Inc,은행,FINANCIAL
FTAIO,FTAI Aviation 8 00 Fixed to Floating Rate Cumulative Perpetual Redeemable Pref,기업 금융 서비스,FINANCIAL
DTI,Drilling Tools International Corp,오일 관련 서비스 및 장비,ENERGY
MRBK,Meridian Corp,은행,FINANCIAL
QUIK,Quicklogic Corp,반도체,IT
MBINO,Merchants Bancorp Ind Repstg 1 40th Perp Pfd Ser B Fixed Fltg DRC,은행,FINANCIAL
MNSB,MainStreet Bancshares Inc,은행,FINANCIAL
REKR,Rekor Systems Inc,소프트웨어,IT
FEIM,Frequency Electronics Inc,전기 부품 및 장비,INDUSTRIAL
GOEV,Canoo Inc,자동차 및 트럭 제조,INDUSTRIAL
NVCT,Nuvectis Pharma Inc,생명 공학 및 의학 연구,HEALTH
CMPX,Compass Therapeutics Inc.,생명 공학 및 의학 연구,HEALTH
NYMTN,New York Mortgage Trust 8 00 Fixed Floating Rate Cumulative Redeemable Pref Shs,특수 REITs,REAL_ESTATE
ONBPO,Old National Bancorp 40 Depositary Shs Rep 1 Pref Shs Series C,은행,FINANCIAL
ATYR,aTyr Pharma Inc,생명 공학 및 의학 연구,HEALTH
KOD,Kodiak Sciences Inc,생명 공학 및 의학 연구,HEALTH
HBIO,Harvard Bioscience Inc,첨단 의료 장비 및 기술,HEALTH
RMBL,RumbleOn Inc,"자동차 차량, 부품 및 서비스 소매",CD
EJH,E-Home Household Service Holdings Ltd,개인 서비스,CS
IVVD,Invivyd Inc,생명 공학 및 의학 연구,HEALTH
AMTX,Aemetis Inc,재생 가능 연료,ENERGY
QSI,Quantum-Si Inc,생명 공학 및 의학 연구,HEALTH
CAPR,Capricor Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
EHTH,eHealth Inc,복합보험 및 중개인,FINANCIAL
STKS,One Group Hospitality Inc,레스토랑 및 바,CD
TLSA,Tiziana Life Sciences Ltd,생명 공학 및 의학 연구,HEALTH
ORKT,Orangekloud Technology Inc,소프트웨어,IT
CBFV,CB Financial Services Inc,은행,FINANCIAL
WTFCM,Wintrust Financial Fixed to Floating Rate Non Cumulative Perpetual Pref Shs,은행,FINANCIAL
SCTL,Societal CDMO Inc,제약,HEALTH
EVGRU,Evergreen Unit,투자 지주 회사,FINANCIAL
GEVO,Gevo Inc,재생 가능 연료,ENERGY
RFAIU,RF Acquisition II Units,투자 지주 회사,FINANCIAL
TWLV,Twelve Seas Investment Co II,투자 지주 회사,FINANCIAL
AVHIU,Achari Ventures Holdings I Units,투자 지주 회사,FINANCIAL
ECBK,ECB Bancorp Inc,은행,FINANCIAL
ATHA,Athira Pharma Inc,생명 공학 및 의학 연구,HEALTH
PLMI,Plum Acquisition Corp I,투자 지주 회사,FINANCIAL
BYNO,Bynordic Acquisition Corp,투자 지주 회사,FINANCIAL
MPAA,Motorcar Parts of America Inc,"자동차, 트럭 및 오토바이 부품",INDUSTRIAL
FNWD,Finward Bancorp,은행,FINANCIAL
ORGN,Origin Materials Inc,상품 화학,MATERIALS
NTIC,Northern Technologies International Corp,산업용 기계 및 장비,INDUSTRIAL
LGO,Largo Inc,우라늄,MATERIALS
ASRT,Assertio Holdings Inc,제약,HEALTH
NYMTL,New York Mortgage Trust 6 875 Cumulative Red Pref Shs Series F,특수 REITs,REAL_ESTATE
WINVU,WinVest Acquisition Units,투자 지주 회사,FINANCIAL
OCCI,OFS Credit Company Inc,폐쇄형 펀드,FINANCIAL
HTLFP,Heartland Finl Usa 400 Depositary Shs Rep 1 Perp Pref Shs Series E,은행,FINANCIAL
IGTAU,Inception Growth Acquisition Units,투자 지주 회사,FINANCIAL
IVA,Inventiva SA ADR,생명 공학 및 의학 연구,HEALTH
APXI,APx Acquisition Corp I,투자 지주 회사,FINANCIAL
GRWG,GrowGeneration Corp,주택 개조 제품 및 서비스 소매,CD
PRPL,Purple Innovation Inc,가정용 가구,CD
INVZ,Innoviz Technologies Ltd,전자 장비 및 부품,IT
SHIM,Shimmick Corp,건설 및 엔지니어링,INDUSTRIAL
DLTH,Duluth Holdings Inc,의류 및 액세서리,CD
CDAQ,Compass Digital Acquisition Corp,투자 지주 회사,FINANCIAL
EPSN,Epsilon Energy Ltd,"오일, 가스 탐사 및 생산",ENERGY
MVST,Microvast Holdings Inc,전기 부품 및 장비,INDUSTRIAL
ROCLU,Roth CH Acquisition V Units,투자 지주 회사,FINANCIAL
BWAY,Brainsway Ltd ADR,첨단 의료 장비 및 기술,HEALTH
ANL,Adlai Nortye Ltd ADR,생명 공학 및 의학 연구,HEALTH
MSBIP,Midland Sts Bancorp Depositary Shs Repstg 1/40Th Perp Pfd Ser A,은행,FINANCIAL
AOGOU,Arogo Capital Acquisition Units,투자 지주 회사,FINANCIAL
MRAM,Everspin Technologies Inc,반도체,IT
EMCGU,Embrace Change Acquisition Units,투자 지주 회사,FINANCIAL
CFFS,CF Acquisition Corp VII,투자 지주 회사,FINANCIAL
CITE,Cartica Acquisition Corp,투자 지주 회사,FINANCIAL
VERU,Veru Inc,개인 생활 필수 용품,CS
PFTA,Perception Capital Corp III,투자 지주 회사,FINANCIAL
BSET,Bassett Furniture Industries Inc,가정용 가구,CD
KGEI,Kolibri Global Energy Inc,"오일, 가스 탐사 및 생산",ENERGY
SEER,Seer Inc,사무기기,INDUSTRIAL
SBFG,SB Financial Group Inc,은행,FINANCIAL
OPI,Office Properties Income Trust,상업용 REITs,REAL_ESTATE
AOUT,American Outdoor Brands Inc,오락용 제품,CD
ESOA,Energy Services Of America Corp,건설 및 엔지니어링,INDUSTRIAL
PDSB,PDS Biotechnology Corp,생명 공학 및 의학 연구,HEALTH
HPAI,Helport AI Ltd,IT 서비스 및 컨설팅,IT
GEOS,Geospace Technologies Corp,오일 관련 서비스 및 장비,ENERGY
AGEN,Agenus Inc,생명 공학 및 의학 연구,HEALTH
IMUX,Immunic Inc,생명 공학 및 의학 연구,HEALTH
XTKG,X3 Holdings Co Ltd,소프트웨어,IT
FFIE,Faraday Future Intelligent Electric Inc,자동차 및 트럭 제조,INDUSTRIAL
RGC,Regencell Bioscience Holdings Ltd,생명 공학 및 의학 연구,HEALTH
GSIW,Garden Stage Ltd,투자 은행 및 중개 서비스,FINANCIAL
OVBC,Ohio Valley Banc Corp,은행,FINANCIAL
GNSS,Genasys Inc,통신 및 네트워킹,COMMUNICATION
ISSC,Innovative Solutions and Support Inc,항공우주 및 방위,INDUSTRIAL
WMPN,William Penn Bancorp,은행,FINANCIAL
FONR,Fonar Corp,첨단 의료 장비 및 기술,HEALTH
ALTO,Alto Ingredients Inc,재생 가능 연료,ENERGY
AUGX,Augmedix Inc,경영 지원 서비스,CS
RFACU,RF Acquisition Units,투자 지주 회사,FINANCIAL
IMPP,Imperial Petroleum Inc,재생 가능 연료,ENERGY
SFBC,Sound Financial Bancorp Inc,은행,FINANCIAL
ACET,Adicet Bio Inc,생명 공학 및 의학 연구,HEALTH
HURC,Hurco Companies Inc,산업용 기계 및 장비,INDUSTRIAL
EBMT,Eagle Bancorp Montana Inc,은행,FINANCIAL
ALLT,Allot Ltd,여가 및 오락시설,CD
BPYPP,Brookfield Property Partners 6 50 Cumulative Redeemable Perpetual Preferred,"부동산 임대, 개발 및 운영",REAL_ESTATE
TLGY,TLGY Acquisition Corp,투자 지주 회사,FINANCIAL
FRLAU,Fortune Rise Acquisition Units,투자 지주 회사,FINANCIAL
VFF,Village Farms International Inc,어업 및 농업,MATERIALS
ONBPP,Old National Bancorp 40 Depositary Shares Rep 1 Pref Shs Series A,은행,FINANCIAL
LARK,Landmark Bancorp Inc,은행,FINANCIAL
CAAS,China Automotive Systems Inc,"자동차, 트럭 및 오토바이 부품",INDUSTRIAL
CGO,Calamos Global Total Return Closed Fund,폐쇄형 펀드,FINANCIAL
CSLM,CSLM Acquisition Corp,투자 지주 회사,FINANCIAL
HMNF,HMN Financial Inc,은행,FINANCIAL
CPHC,Canterbury Park Holding Corp,카지노 및 도박,CD
REGCP,Regency Centers 6 25 Series A Cumulative Redeemable Preferred Stock,상업용 REITs,REAL_ESTATE
MYNA,Mynaric AG ADR,통신 및 네트워킹,COMMUNICATION
OFS,OFS Capital Corp,폐쇄형 펀드,FINANCIAL
VSACU,Vision Sensing Acquisition Units,투자 지주 회사,FINANCIAL
FTAIN,FTAI Aviation 8 25 Fixed Rate Reset Cumulative Perpetual Pref Shs Series C,기업 금융 서비스,FINANCIAL
NNAG,99 Acquisition Group Inc,투자 지주 회사,FINANCIAL
XFOR,X4 Pharmaceuticals Inc,생명 공학 및 의학 연구,HEALTH
FTAIP,FTAI Aviation 8 25 Fixed to Floating Rate Cumulative Perpetual Redeemable Prf,기업 금융 서비스,FINANCIAL
FXNC,First National Corp,은행,FINANCIAL
GECC,Great Elm Capital Corp,폐쇄형 펀드,FINANCIAL
VXRT,Vaxart Inc,생명 공학 및 의학 연구,HEALTH
VLYPP,Valley National 6 25 Fixed to Floating Rate Non Cumulative Perpetual Pref Shs,은행,FINANCIAL
SNCR,Synchronoss Technologies Inc,IT 서비스 및 컨설팅,IT
ALOT,AstroNova Inc,컴퓨터 하드웨어,IT
LPSN,LivePerson Inc,IT 서비스 및 컨설팅,IT
SPKLU,Spark I Acquisition Units,투자 지주 회사,FINANCIAL
CXDO,Crexendo Inc,IT 서비스 및 컨설팅,IT
DUETU,DUET Acquisition Units,투자 지주 회사,FINANCIAL
ALSA,Alpha Star Acquisition Corp,투자 지주 회사,FINANCIAL
ACACU,Acri Capital Acquisition Units,투자 지주 회사,FINANCIAL
FCAP,First Capital Inc,은행,FINANCIAL
GLSTU,Global Star Acquisition Units,투자 지주 회사,FINANCIAL
AXTI,AXT Inc,반도체,IT
ADAG,Adagene Inc ADR,생명 공학 및 의학 연구,HEALTH
TOUR,Tuniu Corp ADR,여가 및 오락시설,CD
KPTI,Karyopharm Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
THCH,TH International Ltd,식품 가공,CD
GODNU,Golden Star Acquisition Units,투자 지주 회사,FINANCIAL
PROP,Prairie Operating Co,"오일, 가스 탐사 및 생산",ENERGY
TELA,TELA Bio Inc,"의료 장비, 물품 및 유통",HEALTH
FNGR,FingerMotion Inc,소프트웨어,IT
SFWL,SHENGFENG DEVELOPMENT Ltd,"배달, 우편, 항공 화물 및 육상 물류",INDUSTRIAL
GUTS,Fractyl Health Inc,생명 공학 및 의학 연구,HEALTH
TVGN,Tevogen Bio Holdings Inc,생명 공학 및 의학 연구,HEALTH
TELO,Telomir Pharmaceuticals Inc,제약,HEALTH
BROG,Brooge Energy Ltd,오일 및 가스 수송 서비스,ENERGY
UNB,Union Bankshares Inc,은행,FINANCIAL
ACNT,Ascent Industries Co,철 및 강철,MATERIALS
IVAC,Intevac Inc,전자 장비 및 부품,IT
DECAU,Denali Capital Acquisition Units,투자 지주 회사,FINANCIAL
HOVNP,Hovnanian Enterprises 1000 Depositary Shares Representing 1 7.625% Pref Shs,주택 건설,INDUSTRIAL
GAIA,Gaia Inc,방송,COMMUNICATION
ELDN,Eledon Pharmaceuticals Inc,생명 공학 및 의학 연구,HEALTH
XNET,Xunlei Ltd ADR,IT 서비스 및 컨설팅,IT
THCP,Thunder Bridge Capital Partners IV Inc,투자 지주 회사,FINANCIAL
IXAQ,IX Acquisition Corp,투자 지주 회사,FINANCIAL
CRNC,Cerence Inc,소프트웨어,IT
OPRT,Oportun Financial Corp,소비자 대출,FINANCIAL
CBAT,CBAK Energy Technology Inc,전기 부품 및 장비,INDUSTRIAL
VLYPO,Valley National 5.50% Fixed to Floating Rate Non Cum Perp Pref Shs Series B,은행,FINANCIAL
TBMC,Trailblazer Merger Corporation I,투자 지주 회사,FINANCIAL
RLMD,Relmada Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
FAAS,DigiAsia Corp,핀테크,FINANCIAL
KRMD,KORU Medical Systems Inc,"의료 장비, 물품 및 유통",HEALTH
BOWN,Bowen Acquisition Corp,투자 지주 회사,FINANCIAL
KLXE,KLX Energy Services Holdings Inc,오일 관련 서비스 및 장비,ENERGY
SGA,Saga Communications Inc,방송,COMMUNICATION
SRTS,Sensus Healthcare Inc,첨단 의료 장비 및 기술,HEALTH
AKYA,Akoya Biosciences Inc,첨단 의료 장비 및 기술,HEALTH
REGCO,Regency Centers 5 875 Series B Cumulative Redeemable Preferred Stock,상업용 REITs,REAL_ESTATE
HUDAU,Hudson Acquisition I Units,투자 지주 회사,FINANCIAL
ANIX,Anixa Biosciences Inc,생명 공학 및 의학 연구,HEALTH
BSBK,Bogota Financial Corp,은행,FINANCIAL
LFVN,LifeVantage Corp,제약,HEALTH
RVSB,Riverview Bancorp Inc,은행,FINANCIAL
RSTN,RDE Inc,온라인 서비스,IT
PFX,PhenixFIN Corp,폐쇄형 펀드,FINANCIAL
WPRT,Westport Fuel Systems Inc,"자동차, 트럭 및 오토바이 부품",INDUSTRIAL
CRDF,Cardiff Oncology Inc,생명 공학 및 의학 연구,HEALTH
BTM,Bitcoin Depot Inc,블록 체인 및 암호화폐,FINANCIAL
RGLS,Regulus Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
ZTEK,Zentek Ltd,생명 공학 및 의학 연구,HEALTH
SENEB,Seneca Foods Corp Class B,식품 가공,CD
BCOV,Brightcove Inc,온라인 서비스,IT
INSG,Inseego Corp,통신 및 네트워킹,COMMUNICATION
KOPN,Kopin Corp,반도체,IT
FNWB,First Northwest Bancorp,은행,FINANCIAL
NOVVU,Nova Vision Acquisition Units,투자 지주 회사,FINANCIAL
AFJK,Aimei Health Technology Co Ltd,투자 지주 회사,FINANCIAL
OPOF,Old Point Financial Corp,은행,FINANCIAL
CRVO,CervoMed Inc,생명 공학 및 의학 연구,HEALTH
YI,111 Inc ADR,제약,HEALTH
QETAU,Quetta Acquisition Units,투자 지주 회사,FINANCIAL
STRT,Strattec Security Corp,"자동차, 트럭 및 오토바이 부품",INDUSTRIAL
DHAI,DIH Holding US Inc,"의료 장비, 물품 및 유통",HEALTH
COYA,Coya Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
CTMX,CytomX Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
ORMP,Oramed Pharmaceuticals Inc,생명 공학 및 의학 연구,HEALTH
GIFI,Gulf Island Fabrication Inc,오일 관련 서비스 및 장비,ENERGY
ZENV,Zenvia Inc,소프트웨어,IT
MNTX,Manitex International Inc,중장비 및 차량,INDUSTRIAL
IOBT,IO Biotech Inc,생명 공학 및 의학 연구,HEALTH
AACI,Armada Acquisition Corp I,투자 지주 회사,FINANCIAL
MFH,Mercurity Fintech Holding Inc,핀테크,FINANCIAL
BIRD,Allbirds Inc,제화,CD
RBKB,Rhinebeck Bancorp Inc,은행,FINANCIAL
RENB,Renovaro Inc,생명 공학 및 의학 연구,HEALTH
MDBH,MDB Capital Holdings LLC,투자 은행 및 중개 서비스,FINANCIAL
GLAC,Global Lights Acquisition Corp,투자 지주 회사,FINANCIAL
QETA,Quetta Acquisition Corp,투자 지주 회사,FINANCIAL
PLCE,Children's Place Inc,의류 및 액세서리 소매,CD
INCR,InterCure Ltd,의료 시설 및 서비스,HEALTH
BKHAU,Black Hawk Acquisition Units,투자 지주 회사,FINANCIAL
KACLU,Kairous Acquisition Units,투자 지주 회사,FINANCIAL
SRBK,SR Bancorp Inc,은행,FINANCIAL
AIMBU,Aimfinity Investment I Subunit,투자 지주 회사,FINANCIAL
DYCQ,DT Cloud Acquisition Corp,투자 지주 회사,FINANCIAL
METCB,Ramaco Resources Inc Class B,철 및 강철,MATERIALS
BUJAU,Bukit Jalil Global Acquisition 1 Units,투자 지주 회사,FINANCIAL
ESGRO,Enstar Group Depository Shares 7 Perpetual Non Cumulative Preference Shs Series,재보험,FINANCIAL
BKHA,Black Hawk Acquisition Corp,투자 지주 회사,FINANCIAL
CLRCU,ClimateRock Units,투자 지주 회사,FINANCIAL
PPYA,Papaya Growth Opportunity Corp I,투자 지주 회사,FINANCIAL
TMTC,TMT Acquisition Corp,투자 지주 회사,FINANCIAL
ACAB,Atlantic Coastal Acquisition Corp II,투자 지주 회사,FINANCIAL
PROV,Provident Financial Holdings Inc,은행,FINANCIAL
DBVT,Dbv Technologies SA ADR,제약,HEALTH
IROH,Iron Horse Acquisitions Corp,투자 지주 회사,FINANCIAL
ETON,Eton Pharmaceuticals Inc,제약,HEALTH
FATBP,FAT Brands 8 25 Cum Prf Shs Series B,레스토랑 및 바,CD
ONYX,Onyx Acquisition Co I,투자 지주 회사,FINANCIAL
SSSS,SuRo Capital Corp,폐쇄형 펀드,FINANCIAL
BNTC,Benitec Biopharma Inc,생명 공학 및 의학 연구,HEALTH
LUNA,Luna Innovations Inc,산업용 기계 및 장비,INDUSTRIAL
HGBL,Heritage Global Inc,투자 관리 및 펀드 운영,FINANCIAL
PWUP,PowerUp Acquisition Corp,투자 지주 회사,FINANCIAL
NPAB,New Providence Acquisition Corp II,투자 지주 회사,FINANCIAL
SY,So-Young International Inc ADR,온라인 서비스,IT
SKYX,SKYX Platforms Corp,전기 부품 및 장비,INDUSTRIAL
GAQ,Generation Asia I Acquisition Ltd,투자 지주 회사,FINANCIAL
HHGCU,HHG Capital Units,투자 지주 회사,FINANCIAL
KVHI,KVH Industries Inc,통신 및 네트워킹,COMMUNICATION
MAYS,J W Mays Inc,"부동산 임대, 개발 및 운영",REAL_ESTATE
RRGB,Red Robin Gourmet Burgers Inc,레스토랑 및 바,CD
RSSS,Research Solutions Inc,온라인 서비스,IT
VTGN,Vistagen Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
HSPO,Horizon Space Acquisition I Corp,투자 지주 회사,FINANCIAL
UPC,Universe Pharmaceuticals Inc,제약,HEALTH
GAMC,Golden Arrow Merger Corp,투자 지주 회사,FINANCIAL
VERI,Veritone Inc,IT 서비스 및 컨설팅,IT
AUID,Authid Inc,소프트웨어,IT
IMAQ,International Media Acquisition Corp,투자 지주 회사,FINANCIAL
VSTM,Verastem Inc,생명 공학 및 의학 연구,HEALTH
EPRX,Eupraxia Pharmaceuticals Inc,생명 공학 및 의학 연구,HEALTH
SATL,Satellogic Inc,채굴 지원 서비스 및 장비,INDUSTRIAL
ACRS,Aclaris Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
AENT,Alliance Entertainment Holding Corp,전자 장비 및 부품,IT
OMGA,Omega Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
RDZN,Roadzen Inc,손해보험,FINANCIAL
SGMT,Sagimet Biosciences Inc,생명 공학 및 의학 연구,HEALTH
RAPT,RAPT Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
ALVR,Allovir Inc,생명 공학 및 의학 연구,HEALTH
TYGO,Tigo Energy Inc,반도체,IT
IMAB,I-Mab ADR,제약,HEALTH
CMTL,Comtech Telecommunications Corp,통신 및 네트워킹,COMMUNICATION
FAT,FAT Brands Inc Class A,레스토랑 및 바,CD
QDRO,Quadro Acquisition One Corp,투자 지주 회사,FINANCIAL
BUJA,Bukit Jalil Global Acquisition 1 Ltd,투자 지주 회사,FINANCIAL
AITRU,AI Transportation Acquisition Units,투자 지주 회사,FINANCIAL
AERT,Aeries Technology Inc,경영 지원 서비스,CS
EMCG,Embrace Change Acquisition Corp,투자 지주 회사,FINANCIAL
WTMAU,Welsbach Technology Metals Acquisition Units,투자 지주 회사,FINANCIAL
INVE,Identiv Inc,전자 장비 및 부품,IT
FIAC,Focus Impact Acquisition Corp,투자 지주 회사,FINANCIAL
VTSI,VirTra Inc,항공우주 및 방위,INDUSTRIAL
CASI,CASI Pharmaceuticals Inc,제약,HEALTH
OXLCP,Oxford Lane Capital 6 25 Series 2027 Pref Shs,폐쇄형 펀드,FINANCIAL
KINS,Kingstone Companies Inc,손해보험,FINANCIAL
ASCB,A SPAC II Acquisition Corp,투자 지주 회사,FINANCIAL
BLEU,Bleuacacia Ltd,투자 지주 회사,FINANCIAL
IFRX,InflaRx NV,생명 공학 및 의학 연구,HEALTH
YTRA,Yatra Online Inc,여가 및 오락시설,CD
LATG,Chenghe Acquisition I Co,투자 지주 회사,FINANCIAL
NEOV,NeoVolta Inc,전기 부품 및 장비,INDUSTRIAL
DPCS,DP Cap Acquisition Corp I,투자 지주 회사,FINANCIAL
GLST,Global Star Acquisition Inc,투자 지주 회사,FINANCIAL
LOOP,Loop Industries Inc,상품 화학,MATERIALS
CKPT,Checkpoint Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
BRID,Bridgford Foods Corp,식품 가공,CD
AMLI,American Lithium Corp,다각적 채굴,MATERIALS
AITR,AI Transportation Acquisition Corp,투자 지주 회사,FINANCIAL
NNAGU,99 Acquisition Group Units,투자 지주 회사,FINANCIAL
AEAE,AltEnergy Acquisition Corp,투자 지주 회사,FINANCIAL
CNOBP,Connectone Bancorp New Depositary Shs Rep A 1 40Th Non Cm Perp Pref Shs Series A,은행,FINANCIAL
VCSA,Vacasa Inc,온라인 서비스,IT
GTAC,Global Technology Acquisition Corp I,투자 지주 회사,FINANCIAL
BAYAU,Bayview Acquisition Units,투자 지주 회사,FINANCIAL
MGYR,Magyar Bancorp Inc,은행,FINANCIAL
HYPR,Hyperfine Inc,첨단 의료 장비 및 기술,HEALTH
TGAA,Target Global Acquisition I Corp,투자 지주 회사,FINANCIAL
MCHX,Marchex Inc,광고 및 마케팅,CS
GODN,Golden Star Acquisition Corp,투자 지주 회사,FINANCIAL
SND,Smart Sand Inc,건설 자재,MATERIALS
GOODO,Gladstone Commercial 6 00 Cum Red Prf Shs Series G,복합부동산 REITs,REAL_ESTATE
BAYA,Bayview Acquisition Corp,투자 지주 회사,FINANCIAL
CDTX,Cidara Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
IRAA,Iris Acquisition Corp,투자 지주 회사,FINANCIAL
INAQ,Insight Acquisition Corp,투자 지주 회사,FINANCIAL
SUNS,Sunrise Realty Trust Inc,특수 REITs,REAL_ESTATE
PRLH,Pearl Holdings Acquisition Corp,투자 지주 회사,FINANCIAL
IKNA,Ikena Oncology Inc,생명 공학 및 의학 연구,HEALTH
TOP,TOP Financial Group Ltd,투자 은행 및 중개 서비스,FINANCIAL
ATOM,Atomera Inc,반도체,IT
NHTC,Natural Health Trends Corp,기타 전문 소매,CD
CRGO,Freightos Ltd,"배달, 우편, 항공 화물 및 육상 물류",INDUSTRIAL
BZFD,BuzzFeed Inc,온라인 서비스,IT
ASMB,Assembly Biosciences Inc,생명 공학 및 의학 연구,HEALTH
CLSD,Clearside Biomedical Inc,생명 공학 및 의학 연구,HEALTH
LPTX,Leap Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
LSB,LakeShore Biopharma Co Ltd,제약,HEALTH
HOWL,Werewolf Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
SPWH,Sportsmans Warehouse Holdings Inc,기타 전문 소매,CD
SPWR,SunPower Corporation,재생 가능 에너지 장비 및 서비스,ENERGY
GNTA,Genenta Science SPA ADR,생명 공학 및 의학 연구,HEALTH
HLVX,Hillevax Inc,생명 공학 및 의학 연구,HEALTH
TBNK,Territorial Bancorp Inc,은행,FINANCIAL
JVSA,JVSPAC Acquisition Corp,투자 지주 회사,FINANCIAL
ATMV,AlphaVest Acquisition Corp,투자 지주 회사,FINANCIAL
CODA,Coda Octopus Group Inc,전자 장비 및 부품,IT
BOWNU,Bowen Acquisition Units,투자 지주 회사,FINANCIAL
FNVT,Finnovate Acquisition Corp,투자 지주 회사,FINANCIAL
ATMC,Alphatime Acquisition Corp,투자 지주 회사,FINANCIAL
ONCY,Oncolytics Biotech Inc,생명 공학 및 의학 연구,HEALTH
BHAC,Focus Impact BH3 Acquisition Co,투자 지주 회사,FINANCIAL
ADGM,Adagio Medical Holdings Inc,첨단 의료 장비 및 기술,HEALTH
BEEM,Beam Global,재생 가능 에너지 장비 및 서비스,ENERGY
OMEX,Odyssey Marine Exploration Inc,특수 채굴 및 금속,MATERIALS
GLACU,Global Lights Acquisition Units,투자 지주 회사,FINANCIAL
LICN,Lichen China Ltd,개인 서비스,CS
CBRG,Chain Bridge I,투자 지주 회사,FINANCIAL
