Symbol,Name,Industry,Sector
URBN,Urban Outfitters Inc,의류 및 액세서리 소매,CD
NCNO,nCino Inc,소프트웨어,IT
PAGP,Plains GP Holdings Limited Partner Interests Units Class A,오일 및 가스 수송 서비스,ENERGY
AEIS,Advanced Energy Industries Inc,전기 부품 및 장비,INDUSTRIAL
LBTYK,Liberty Global Ltd Class C,통합 통신 서비스,COMMUNICATION
WAY,Waystar Holding Corp,소프트웨어,IT
FIVE,Five Below Inc,백화점,CD
TFSL,TFS Financial Corp,은행,FINANCIAL
CORT,Corcept Therapeutics Inc,제약,HEALTH
NEOG,Neogen Corp,"의료 장비, 물품 및 유통",HEALTH
IBOC,International Bancshares Corp,은행,FINANCIAL
OMAB,Grupo Aeroportuario del Centro Norte SAB de CV ADR,공항 운영 및 서비스,INDUSTRIAL
AXNX,Axonics Inc,"의료 장비, 물품 및 유통",HEALTH
WEN,Wendy's Co,레스토랑 및 바,CD
ASO,Academy Sports and Outdoors Inc,의류 및 액세서리 소매,CD
IDCC,InterDigital Inc,통신 및 네트워킹,COMMUNICATION
TRMD,Torm PLC,오일 및 가스 수송 서비스,ENERGY
GGAL,Grupo Financiero Galicia SA ADR,은행,FINANCIAL
HCM,HUTCHMED (China) Ltd ADR,제약,HEALTH
NFE,New Fortress Energy Inc,천연가스 유틸리티,UTILITY
PTEN,Patterson-UTI Energy Inc,오일 및 가스 시추,ENERGY
POWI,Power Integrations Inc,반도체,IT
WDFC,WD-40 Co,가정용 제품,CD
FTDR,Frontdoor Inc,개인 서비스,CS
ACLS,Axcelis Technologies Inc,반도체 장비 및 테스트,IT
PCH,Potlatchdeltic Corp,특수 REITs,REAL_ESTATE
MRUS,Merus NV,생명 공학 및 의학 연구,HEALTH
GLNG,Golar LNG Ltd,오일 및 가스 수송 서비스,ENERGY
FRSH,Freshworks Inc,소프트웨어,IT
ALVO,Alvotech SA,생명 공학 및 의학 연구,HEALTH
FORM,FormFactor Inc,반도체 장비 및 테스트,IT
CCOI,Cogent Communications Holdings Inc,통합 통신 서비스,COMMUNICATION
SRAD,Sportradar Group AG,소프트웨어,IT
ZI,Zoominfo Technologies Inc,IT 서비스 및 컨설팅,IT
SMPL,Simply Good Foods Co,식품 가공,CD
DORM,Dorman Products Inc,"자동차, 트럭 및 오토바이 부품",INDUSTRIAL
ALRM,Alarm.com Holdings Inc,소프트웨어,IT
GDRX,GoodRx Holdings Inc,온라인 서비스,IT
LBTYA,Liberty Global Ltd Class A,통합 통신 서비스,COMMUNICATION
BANF,BancFirst Corp,은행,FINANCIAL
JJSF,J & J Snack Foods Corp,식품 가공,CD
AMED,Amedisys Inc,의료 시설 및 서비스,HEALTH
EBC,Eastern Bankshares Inc,은행,FINANCIAL
STRL,Sterling Infrastructure Inc,건설 및 엔지니어링,INDUSTRIAL
PLXS,Plexus Corp,전자 장비 및 부품,IT
IRDM,Iridium Communications Inc,무선 통신 서비스,COMMUNICATION
NWE,NorthWestern Energy Group Inc,전력 유틸리티,UTILITY
ALKT,Alkami Technology Inc,IT 서비스 및 컨설팅,IT
GSHD,Goosehead Insurance Inc,복합보험 및 중개인,FINANCIAL
IESC,IES Holdings Inc,건설 및 엔지니어링,INDUSTRIAL
ARWR,Arrowhead Pharmaceuticals Inc,생명 공학 및 의학 연구,HEALTH
DNLI,Denali Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
CAR,Avis Budget Group Inc,지상 및 해상 여객 운송,INDUSTRIAL
RUSHA,Rush Enterprises Inc Class A,"자동차 차량, 부품 및 서비스 소매",CD
CALM,Cal-Maine Foods Inc,어업 및 농업,MATERIALS
TGTX,TG Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
PRCT,Procept Biorobotics Corp,"의료 장비, 물품 및 유통",HEALTH
FULT,Fulton Financial Corp,은행,FINANCIAL
MGEE,MGE Energy Inc,전력 유틸리티,UTILITY
SHOO,Steven Madden Ltd,제화,CD
FIVN,Five9 Inc,소프트웨어,IT
XENE,Xenon Pharmaceuticals Inc,생명 공학 및 의학 연구,HEALTH
SLAB,Silicon Laboratories Inc,반도체,IT
IDYA,IDEAYA Biosciences Inc,생명 공학 및 의학 연구,HEALTH
QFIN,Qifu Technology Inc ADR,소비자 대출,FINANCIAL
KTOS,Kratos Defense and Security Solutions Inc,항공우주 및 방위,INDUSTRIAL
NWL,Newell Brands Inc,"가전제품, 도구 및 가정 용품",CD
CVCO,Cavco Industries Inc,주택 건설,INDUSTRIAL
ICUI,ICU Medical Inc,"의료 장비, 물품 및 유통",HEALTH
FOLD,Amicus Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
ROAD,Construction Partners Inc,건설 및 엔지니어링,INDUSTRIAL
WSFS,WSFS Financial Corp,은행,FINANCIAL
AGYS,Agilysys Inc,소프트웨어,IT
VCTR,Victory Capital Holdings Inc,투자 관리 및 펀드 운영,FINANCIAL
FHB,First Hawaiian Inc,은행,FINANCIAL
IPGP,IPG Photonics Corp,전자 장비 및 부품,IT
ICFI,ICF International Inc,경영 지원 서비스,CS
CATY,Cathay General Bancorp,은행,FINANCIAL
NMIH,NMI Holdings Inc,손해보험,FINANCIAL
ARLP,Alliance Resource Partners Units,석탄,ENERGY
FIBK,First Interstate Bancsystem Inc,은행,FINANCIAL
IBRX,Immunitybio Inc,생명 공학 및 의학 연구,HEALTH
MORF,Morphic Holding Inc,생명 공학 및 의학 연구,HEALTH
MOR,MorphoSys AG ADR,생명 공학 및 의학 연구,HEALTH
SKYW,SkyWest Inc,항공사,INDUSTRIAL
DIOD,Diodes Inc,반도체,IT
IOSP,Innospec Inc,특수 화학제,MATERIALS
AZTA,Azenta Inc,생명 공학 및 의학 연구,HEALTH
CLSK,CleanSpark Inc,블록 체인 및 암호화폐,FINANCIAL
ACAD,ACADIA Pharmaceuticals Inc,생명 공학 및 의학 연구,HEALTH
BL,Blackline Inc,소프트웨어,IT
INTR,Inter & Co Inc,은행,FINANCIAL
BHF,Brighthouse Financial Inc,복합보험 및 중개인,FINANCIAL
MLTX,MoonLake Immunotherapeutics,생명 공학 및 의학 연구,HEALTH
MEOH,Methanex Corp,상품 화학,MATERIALS
ACLX,Arcellx Inc,생명 공학 및 의학 연구,HEALTH
LITE,Lumentum Holdings Inc,통신 및 네트워킹,COMMUNICATION
VC,Visteon Corp,"자동차, 트럭 및 오토바이 부품",INDUSTRIAL
GERN,Geron Corp,생명 공학 및 의학 연구,HEALTH
NARI,Inari Medical Inc,"의료 장비, 물품 및 유통",HEALTH
SYNA,Synaptics Inc,반도체,IT
TCBI,Texas Capital Bancshares Inc,은행,FINANCIAL
WAFD,WaFd Inc,은행,FINANCIAL
QDEL,QuidelOrtho Corp,첨단 의료 장비 및 기술,HEALTH
ADMA,ADMA Biologics Inc,제약,HEALTH
PATK,Patrick Industries Inc,건설 자재 및 비품,MATERIALS
PRFT,Perficient Inc,IT 서비스 및 컨설팅,IT
HUBG,Hub Group Inc,지상 화물 및 물류,INDUSTRIAL
PENN,PENN Entertainment Inc,카지노 및 도박,CD
CLBT,Cellebrite DI Ltd,소프트웨어,IT
TWST,Twist Bioscience Corp,제약,HEALTH
ASTH,Astrana Health Inc,의료 시설 및 서비스,HEALTH
WBTN,Webtoon Entertainment Inc,온라인 서비스,IT
RELY,Remitly Global Inc,경영 지원 서비스,CS
SITM,SiTime Corp,반도체,IT
AY,Atlantica Sustainable Infrastructure PLC,전력 유틸리티,UTILITY
MQ,Marqeta Inc,핀테크,FINANCIAL
PLTK,Playtika Holding Corp,온라인 서비스,IT
CRTO,Criteo SA ADR,광고 및 마케팅,CS
RYTM,Rhythm Pharmaceuticals Inc,생명 공학 및 의학 연구,HEALTH
CSQ,Calamos Strategic Total Return Closed Fund,폐쇄형 펀드,FINANCIAL
SWTX,SpringWorks Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
PSMT,PriceSmart Inc,할인점,CD
FLNC,Fluence Energy Inc,전기 부품 및 장비,INDUSTRIAL
ZG,Zillow Group Inc Class A,부동산 서비스,REAL_ESTATE
KYMR,Kymera Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
ACVA,ACV Auctions Inc,온라인 서비스,IT
HWKN,Hawkins Inc,다각적 화학 산업,MATERIALS
ARCB,ArcBest Corp,지상 화물 및 물류,INDUSTRIAL
INDB,Independent Bank Corp (Massachusetts),은행,FINANCIAL
PTCT,PTC Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
SFNC,Simmons First National Corp,은행,FINANCIAL
LIVN,LivaNova PLC,"의료 장비, 물품 및 유통",HEALTH
TNDM,Tandem Diabetes Care Inc,"의료 장비, 물품 및 유통",HEALTH
AGIO,Agios Pharmaceuticals Inc,생명 공학 및 의학 연구,HEALTH
MYGN,Myriad Genetics Inc,"의료 장비, 물품 및 유통",HEALTH
SNEX,StoneX Group Inc,투자 은행 및 중개 서비스,FINANCIAL
MGRC,McGrath RentCorp,경영 지원 서비스,CS
TBBK,Bancorp Inc,은행,FINANCIAL
SBLK,Star Bulk Carriers Corp,해양 화물 및 물류,INDUSTRIAL
MLCO,Melco Resorts & Entertainment Ltd ADR,카지노 및 도박,CD
APGE,Apogee Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
FA,First Advantage Corp,경영 지원 서비스,CS
PRGS,Progress Software Corp,소프트웨어,IT
LLYVK,Liberty Media Corp Series C,방송,COMMUNICATION
CVBF,CVB Financial Corp,은행,FINANCIAL
RIOT,Riot Platforms Inc,블록 체인 및 암호화폐,FINANCIAL
UFPT,UFP Technologies Inc,"의료 장비, 물품 및 유통",HEALTH
LGIH,LGI Homes Inc,주택 건설,INDUSTRIAL
CERT,Certara Inc,소프트웨어,IT
UPST,Upstart Holdings Inc,소비자 대출,FINANCIAL
PLMR,Palomar Holdings Inc,손해보험,FINANCIAL
TOWN,TowneBank,은행,FINANCIAL
OSIS,OSI Systems Inc,전자 장비 및 부품,IT
GOGL,Golden Ocean Group Ltd,해양 화물 및 물류,INDUSTRIAL
INTA,Intapp Inc,소프트웨어,IT
ODD,Oddity Tech Ltd,개인 생활 필수 용품,CS
CARG,CarGurus Inc,온라인 서비스,IT
PPBI,Pacific Premier Bancorp Inc,은행,FINANCIAL
FFBC,First Financial Bancorp,은행,FINANCIAL
MRVI,Maravai LifeSciences Holdings Inc,생명 공학 및 의학 연구,HEALTH
FLYW,Flywire Corp,경영 지원 서비스,CS
PLUS,ePlus inc,IT 서비스 및 컨설팅,IT
WERN,Werner Enterprises Inc,지상 화물 및 물류,INDUSTRIAL
VSAT,Viasat Inc,통신 및 네트워킹,COMMUNICATION
RPD,Rapid7 Inc,소프트웨어,IT
RKLB,Rocket Lab USA Inc,항공우주 및 방위,INDUSTRIAL
STRA,Strategic Education Inc,기타 교육 서비스 제공,CS
ATAT,Atour Lifestyle Holdings Ltd ADR,"호텔, 모텔 및 크루즈 라인",CD
VCEL,Vericel Corp,제약,HEALTH
ADUS,Addus Homecare Corp,의료 시설 및 서비스,HEALTH
KLIC,Kulicke and Soffa Industries Inc,반도체 장비 및 테스트,IT
FTRE,Fortrea Holdings Inc,생명 공학 및 의학 연구,HEALTH
GT,Goodyear Tire & Rubber Co,타이어 및 고무 제품,MATERIALS
PRVA,Privia Health Group Inc,의료 시설 및 서비스,HEALTH
DLO,Dlocal Ltd,경영 지원 서비스,CS
TXG,10X Genomics Inc,"의료 장비, 물품 및 유통",HEALTH
LAUR,Laureate Education Inc,기타 교육 서비스 제공,CS
GDS,GDS Holdings Ltd ADR,IT 서비스 및 컨설팅,IT
IBTX,Independent Bank Group Inc,은행,FINANCIAL
IRTC,iRhythm Technologies Inc,첨단 의료 장비 및 기술,HEALTH
SBCF,Seacoast Banking Corporation of Florida,은행,FINANCIAL
PYCR,Paycor HCM Inc,소프트웨어,IT
RNW,Renew Energy Global PLC,민자 발전 사업,UTILITY
LIF,Life360 Inc,소프트웨어,IT
CMPR,Cimpress PLC,상업 인쇄 서비스,INDUSTRIAL
BATRK,Liberty Media Liberty Braves Ord Shs Series C,여가 및 오락시설,CD
DRVN,Driven Brands Holdings Inc,개인 서비스,CS
CLDX,Celldex Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
PTGX,Protagonist Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
LION,Lionsgate Studios Corp,엔터테인먼트 제작,COMMUNICATION
LFST,Lifestance Health Group Inc,의료 시설 및 서비스,HEALTH
AMRX,Amneal Pharmaceuticals Inc,제약,HEALTH
JAMF,Jamf Holding Corp,소프트웨어,IT
PDCO,Patterson Companies Inc,"의료 장비, 물품 및 유통",HEALTH
HTLF,Heartland Financial USA Inc,은행,FINANCIAL
NBTB,NBT Bancorp Inc,은행,FINANCIAL
NVCR,Novocure Ltd,"의료 장비, 물품 및 유통",HEALTH
FRME,First Merchants Corp,은행,FINANCIAL
CGON,CG Oncology Inc,생명 공학 및 의학 연구,HEALTH
LSXMA,Liberty Media Liberty SiriusXM Ord Shs Series A,방송,COMMUNICATION
NTLA,Intellia Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
IOVA,Iovance Biotherapeutics Inc,생명 공학 및 의학 연구,HEALTH
PINC,Premier Inc,"의료 장비, 물품 및 유통",HEALTH
PSEC,Prospect Capital Corp,폐쇄형 펀드,FINANCIAL
NEO,Neogenomics Inc,의료 시설 및 서비스,HEALTH
BEAM,Beam Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
USLM,United States Lime & Minerals Inc,건설 자재,MATERIALS
PGNY,Progyny Inc,의료 관리,HEALTH
TRIP,Tripadvisor Inc,여가 및 오락시설,CD
PAYO,Payoneer Global Inc,경영 지원 서비스,CS
JBLU,JetBlue Airways Corp,항공사,INDUSTRIAL
NMRK,Newmark Group Inc,부동산 서비스,REAL_ESTATE
MRCY,Mercury Systems Inc,항공우주 및 방위,INDUSTRIAL
VRNT,Verint Systems Inc,IT 서비스 및 컨설팅,IT
YY,JOYY Inc ADR,온라인 서비스,IT
SIMO,Silicon Motion Technology Corp ADR,반도체,IT
ROCK,Gibraltar Industries Inc,건설 자재 및 비품,MATERIALS
GO,Grocery Outlet Holding Corp,식품 소매 및 유통,CS
GCMG,GCM Grosvenor Inc,투자 관리 및 펀드 운영,FINANCIAL
APPN,Appian Corp,소프트웨어,IT
VERA,Vera Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
ARHS,Arhaus Inc,가정용 가구 소매,CD
GPCR,Structure Therapeutics Inc ADR,생명 공학 및 의학 연구,HEALTH
SPNS,Sapiens International Corporation NV,소프트웨어,IT
MLKN,MillerKnoll Inc,비즈니스 지원 용품,INDUSTRIAL
BTSG,Brightspring Health Services Inc,의료 시설 및 서비스,HEALTH
ROIC,Retail Opportunity Investments Corp,상업용 REITs,REAL_ESTATE
CPRX,Catalyst Pharmaceuticals Inc,제약,HEALTH
ENVX,Enovix Corp,전기 부품 및 장비,INDUSTRIAL
GRFS,Grifols SA ADR,제약,HEALTH
HRMY,Harmony Biosciences Holdings Inc,제약,HEALTH
AMPH,Amphastar Pharmaceuticals Inc,제약,HEALTH
VEON,VEON Ltd ADR,무선 통신 서비스,COMMUNICATION
NMRA,Neumora Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
TFIN,Triumph Financial Inc,은행,FINANCIAL
TRMK,Trustmark Corp,은행,FINANCIAL
VECO,Veeco Instruments Inc,반도체 장비 및 테스트,IT
POWL,Powell Industries Inc,전기 부품 및 장비,INDUSTRIAL
NSSC,NAPCO Security Technologies Inc,통신 및 네트워킹,COMMUNICATION
WB,Weibo Corp ADR,온라인 서비스,IT
EVCM,EverCommerce Inc,소프트웨어,IT
IMCR,Immunocore Holdings PLC ADR,제약,HEALTH
MGPI,MGP Ingredients Inc,증류주 및 포도주,CD
ZD,Ziff Davis Inc,온라인 서비스,IT
HLMN,Hillman Solutions Corp,주택 개조 제품 및 서비스 소매,CD
MIRM,Mirum Pharmaceuticals Inc,생명 공학 및 의학 연구,HEALTH
RXST,Rxsight Inc,"의료 장비, 물품 및 유통",HEALTH
FUSN,Fusion Pharmaceuticals Inc,생명 공학 및 의학 연구,HEALTH
JANX,Janux Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
BANR,Banner Corp,은행,FINANCIAL
HURN,Huron Consulting Group Inc,경영 지원 서비스,CS
EXPI,eXp World Holdings Inc,부동산 서비스,REAL_ESTATE
ENLT,Enlight Renewable Energy Ltd,민자 발전 사업,UTILITY
CNXN,PC Connection Inc,통합 하드웨어 및 소프트웨어,IT
AVPT,AvePoint Inc,IT 서비스 및 컨설팅,IT
MGNI,Magnite Inc,광고 및 마케팅,CS
LMAT,LeMaitre Vascular Inc,첨단 의료 장비 및 기술,HEALTH
MBIN,Merchants Bancorp,은행,FINANCIAL
EFSC,Enterprise Financial Services Corp,은행,FINANCIAL
OMCL,Omnicell Inc,첨단 의료 장비 및 기술,HEALTH
CENTA,Central Garden & Pet Co Class A,식품 가공,CD
STAA,STAAR Surgical Co,"의료 장비, 물품 및 유통",HEALTH
SMTC,Semtech Corp,반도체,IT
WSBC,WesBanco Inc,은행,FINANCIAL
INDV,Indivior PLC,제약,HEALTH
TTMI,TTM Technologies Inc,반도체,IT
RXRX,Recursion Pharmaceuticals Inc,생명 공학 및 의학 연구,HEALTH
RCKT,Rocket Pharmaceuticals Inc,생명 공학 및 의학 연구,HEALTH
LGND,Ligand Pharmaceuticals Inc,제약,HEALTH
VCYT,Veracyte Inc,생명 공학 및 의학 연구,HEALTH
PTVE,Pactiv Evergreen Inc,용기(종이 제외) 및 포장재,MATERIALS
HPK,Highpeak Energy Inc,"오일, 가스 탐사 및 생산",ENERGY
CAKE,Cheesecake Factory Inc,레스토랑 및 바,CD
SUPN,Supernus Pharmaceuticals Inc,제약,HEALTH
GTX,Garrett Motion Inc,"자동차, 트럭 및 오토바이 부품",INDUSTRIAL
CORZ,Core Scientific Inc,블록 체인 및 암호화폐,FINANCIAL
UPBD,Upbound Group Inc,기타 전문 소매,CD
GLPG,Galapagos NV ADR,생명 공학 및 의학 연구,HEALTH
CLBK,Columbia Financial Inc,은행,FINANCIAL
SPT,Sprout Social Inc,소프트웨어,IT
IAS,Integral Ad Science Holding Corp,광고 및 마케팅,CS
KNSA,Kiniksa Pharmaceuticals Ltd,생명 공학 및 의학 연구,HEALTH
FWONA,Liberty Media Formula One Ord Shs Series A,방송,COMMUNICATION
PAX,Patria Investments Ltd,투자 관리 및 펀드 운영,FINANCIAL
IART,Integra Lifesciences Holdings Corp,"의료 장비, 물품 및 유통",HEALTH
ALHC,Alignment Healthcare Inc,의료 관리,HEALTH
ARVN,Arvinas Inc,생명 공학 및 의학 연구,HEALTH
SNDX,Syndax Pharmaceuticals Inc,생명 공학 및 의학 연구,HEALTH
VIAV,Viavi Solutions Inc,통신 및 네트워킹,COMMUNICATION
IQ,iQIYI Inc ADR,온라인 서비스,IT
CHCO,City Holding Co,은행,FINANCIAL
MYRG,MYR Group Inc,건설 및 엔지니어링,INDUSTRIAL
EXTR,Extreme Networks Inc,통신 및 네트워킹,COMMUNICATION
FOXF,Fox Factory Holding Corp,"자동차, 트럭 및 오토바이 부품",INDUSTRIAL
KROS,Keros Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
AKRO,Akero Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
ZLAB,Zai Lab Ltd ADR,제약,HEALTH
VICR,Vicor Corp,전기 부품 및 장비,INDUSTRIAL
AMBA,Ambarella Inc,반도체,IT
HEES,H&E Equipment Services Inc,경영 지원 서비스,CS
NWBI,Northwest Bancshares Inc,은행,FINANCIAL
SYBT,Stock Yards Bancorp Inc,은행,FINANCIAL
ANDE,Andersons Inc,어업 및 농업,MATERIALS
STGW,Stagwell Inc,광고 및 마케팅,CS
PLUG,Plug Power Inc,재생 가능 에너지 장비 및 서비스,ENERGY
VRNA,Verona Pharma PLC ADR,생명 공학 및 의학 연구,HEALTH
LKFN,Lakeland Financial Corp,은행,FINANCIAL
AVDX,Avidxchange Holdings Inc,경영 지원 서비스,CS
FBNC,First Bancorp (North Carolina),은행,FINANCIAL
OSW,Onespaworld Holdings Ltd,여가 및 오락시설,CD
BLBD,Blue Bird Corp,중장비 및 차량,INDUSTRIAL
RUM,Rumble Inc,온라인 서비스,IT
THRM,Gentherm Inc,"자동차, 트럭 및 오토바이 부품",INDUSTRIAL
UCTT,Ultra Clean Holdings Inc,반도체 장비 및 테스트,IT
DNUT,Krispy Kreme Inc,레스토랑 및 바,CD
NAVI,Navient Corp,소비자 대출,FINANCIAL
AVDL,Avadel Pharmaceuticals PLC,제약,HEALTH
BCRX,BioCryst Pharmaceuticals Inc,생명 공학 및 의학 연구,HEALTH
NVEE,NV5 Global Inc,건설 및 엔지니어링,INDUSTRIAL
STBA,S&T Bancorp Inc,은행,FINANCIAL
CASH,Pathward Financial Inc,은행,FINANCIAL
SLNO,Soleno Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
DSGR,Distribution Solutions Group Inc,산업용 기계 및 장비,INDUSTRIAL
NVAX,Novavax Inc,생명 공학 및 의학 연구,HEALTH
HLIT,Harmonic Inc,통신 및 네트워킹,COMMUNICATION
TLRY,Tilray Brands Inc,제약,HEALTH
SONO,Sonos Inc,가정용 전자 제품,CD
LILAK,Liberty Latin America Ltd Class C,무선 통신 서비스,COMMUNICATION
NEXT,NextDecade Corp,오일 및 가스 수송 서비스,ENERGY
STER,Sterling Check Corp,고용 서비스,CS
VSEC,VSE Corp,항공우주 및 방위,INDUSTRIAL
EWTX,Edgewise Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
AFYA,Afya Ltd,전문 및 비즈니스 교육,CS
SKWD,Skyward Specialty Insurance Group Inc,손해보험,FINANCIAL
BLMN,Bloomin' Brands Inc,레스토랑 및 바,CD
VITL,Vital Farms Inc,식품 소매 및 유통,CS
CHEF,Chefs' Warehouse Inc,식품 소매 및 유통,CS
SAVA,Cassava Sciences Inc,생명 공학 및 의학 연구,HEALTH
PRDO,Perdoceo Education Corp,기타 교육 서비스 제공,CS
COCO,Vita Coco Company Inc,무알콜 음료,CD
PWP,Perella Weinberg Partners,투자 은행 및 중개 서비스,FINANCIAL
HOPE,Hope Bancorp Inc,은행,FINANCIAL
CVIIU,Churchill Capital VII Units,투자 지주 회사,FINANCIAL
BLTE,Belite Bio Inc ADR,생명 공학 및 의학 연구,HEALTH
MRTN,Marten Transport Ltd,지상 화물 및 물류,INDUSTRIAL
SOUN,SoundHound AI Inc,IT 서비스 및 컨설팅,IT
KURA,Kura Oncology Inc,생명 공학 및 의학 연구,HEALTH
TRUP,Trupanion Inc,생명 및 건강 보험,FINANCIAL
IMKTA,Ingles Markets Inc,식품 소매 및 유통,CS
NAMS,NewAmsterdam Pharma Company NV,생명 공학 및 의학 연구,HEALTH
DVAX,Dynavax Technologies Corp,생명 공학 및 의학 연구,HEALTH
MRX,Marex Group PLC,투자 은행 및 중개 서비스,FINANCIAL
PZZA,Papa John's International Inc,레스토랑 및 바,CD
SRCE,1st Source Corp,은행,FINANCIAL
BUSE,First Busey Corp,은행,FINANCIAL
TWKS,Thoughtworks Holding Inc,IT 서비스 및 컨설팅,IT
UPWK,Upwork Inc,고용 서비스,CS
AMWD,American Woodmark Corp,건설 자재 및 비품,MATERIALS
MNKD,MannKind Corp,생명 공학 및 의학 연구,HEALTH
TCBK,Trico Bancshares,은행,FINANCIAL
LBPH,Longboard Pharmaceuticals Inc,생명 공학 및 의학 연구,HEALTH
OXLC,Oxford Lane Capital Corp,폐쇄형 펀드,FINANCIAL
SEDG,Solaredge Technologies Inc,재생 가능 에너지 장비 및 서비스,ENERGY
INFN,Infinera Corp,통신 및 네트워킹,COMMUNICATION
APOG,Apogee Enterprises Inc,건설 자재 및 비품,MATERIALS
TASK,Taskus Inc,경영 지원 서비스,CS
MCRI,Monarch Casino & Resort Inc,카지노 및 도박,CD
PSNY,Polestar Automotive Holding Uk Plc ADR Class A,자동차 및 트럭 제조,INDUSTRIAL
OCSL,Oaktree Specialty Lending Corp,폐쇄형 펀드,FINANCIAL
PLAB,Photronics Inc,반도체 장비 및 테스트,IT
ARRY,Array Technologies Inc,재생 가능 에너지 장비 및 서비스,ENERGY
SDGR,Schrodinger Inc,소프트웨어,IT
NTCT,Netscout Systems Inc,IT 서비스 및 컨설팅,IT
ARDX,Ardelyx Inc,생명 공학 및 의학 연구,HEALTH
FBYD,Falcon's Beyond Global Inc,엔터테인먼트 제작,COMMUNICATION
MTTR,Matterport Inc,소프트웨어,IT
WKME,Walkme Ltd,소프트웨어,IT
NRIX,Nurix Therapeutics Inc,생명 공학 및 의학 연구,HEALTH
WABC,Westamerica Bancorp,은행,FINANCIAL
NMFC,New Mountain Finance Corp,폐쇄형 펀드,FINANCIAL
CDNA,CareDx Inc,생명 공학 및 의학 연구,HEALTH
CSGS,CSG Systems International Inc,IT 서비스 및 컨설팅,IT
IREN,Iris Energy Ltd,블록 체인 및 암호화폐,FINANCIAL
